index,unit_id,tenant_name,unit_type,rooms,sq_ft,monthly_rent,subsidy,move_in_date,lease_end_date
252,253 36-078,John Smith253,2x1.25 Townhome,4.0,1122,902.0,780.0,2013-05-25,2023-12-31
253,254 36-079,John Smith254,2x1.25 Townhome,4.0,1122,936.0,899.0,2023-03-09,2024-03-08
254,255 36-080Q,John Smith255,2x1.5 Townhome,4.0,1122,1204.0,929.0,2022-12-20,2024-11-30
255,256 36-081,John Smith256,2x1.25 Townhome,4.0,1122,899.0,899.0,2017-02-01,2024-02-28
256,257 36-082Q,VACANT,3x1.5 Towhnome,5.0,1286,1303.0,0.0,,
257,258 36-083,John Smith258,3x1.25 Towhnome,5.0,1286,1322.0,964.0,2018-02-01,2024-01-31
258,259 37-062,John Smith259,3x1.25 Towhnome,5.0,1286,962.0,673.0,2018-01-12,2023-12-31
259,260 37-063,John Smith260,2x1.25 Townhome,4.0,1122,902.0,902.0,2019-12-31,2023-03-31
260,261 37-064,John Smith261,2x1.25 Townhome,4.0,1122,902.0,902.0,2020-02-21,2024-02-20
261,262 37-065,John Smith262,2x1.25 Townhome,4.0,1122,1188.0,929.0,2020-03-02,2024-03-01
262,263 37-066,John Smith263,2x1.25 Townhome,4.0,1122,1188.0,929.0,2019-03-22,2024-07-31
263,264 37-067,John Smith264,2x1.25 Townhome,4.0,1122,910.0,620.0,2019-08-28,2024-09-01
264,265 37-068Q,John Smith265,3x1.5 Towhnome,5.0,1286,1037.0,373.0,2021-05-14,2024-05-13
265,266 37-069,John Smith266,3x1.25 Towhnome,5.0,1286,875.0,512.0,2019-03-13,2024-03-31
266,267 38-044,John Smith267,3x1.25 Towhnome,5.0,1286,1037.0,947.0,2020-10-13,2023-10-12
267,268 38-045,John Smith268,3x1.25 Towhnome,5.0,1286,1300.0,0.0,2023-08-01,2024-07-31
268,269 38-046,John Smith269,2x1.25 Townhome,4.0,1122,899.0,849.0,2017-10-01,2023-12-31
269,270 38-047,John Smith270,2x1.25 Townhome,4.0,1122,1188.0,929.0,2021-03-23,2024-03-31
270,271 38-048Q,John Smith271,2x1.5 Townhome,4.0,1122,1664.0,403.0,2019-06-26,2024-05-31
271,272 38-049,John Smith272,2x1.25 Townhome,4.0,1122,1125.0,0.0,2022-09-02,2024-08-31
272,273 38-050,John Smith273,3x1.25 Towhnome,5.0,1286,1037.0,1037.0,2020-12-01,2024-11-30
273,274 38-051,John Smith274,2x1.25 Townhome,4.0,1122,990.0,929.0,2022-01-01,2024-07-12
274,275 38-052,John Smith275,2x1.25 Townhome,4.0,1122,899.0,0.0,2014-01-14,2023-10-31
275,276 38-053,John Smith276,2x1.25 Townhome,4.0,1122,1188.0,929.0,2021-02-25,2024-01-31
276,277 38-054,John Smith277,2x1.25 Townhome,4.0,1122,1188.0,0.0,2022-02-02,2024-01-31
277,278 38-055,John Smith278,3x1.25 Towhnome,5.0,1286,1047.0,794.0,2020-05-01,2024-04-02
278,279 38-056Q,John Smith279,2x1.5 Townhome,4.0,1122,926.0,0.0,2008-11-14,2023-02-28
279,280 38-057,John Smith280,2x1.25 Townhome,4.0,1122,1188.0,929.0,2022-11-07,2024-10-31
280,281 38-058,John Smith281,2x1.25 Townhome,4.0,1122,902.0,732.0,2014-08-15,2024-07-31
281,282 38-059,John Smith282,2x1.25 Townhome,4.0,1122,876.0,742.0,2020-04-20,2024-04-19
282,283 38-060,John Smith283,3x1.25 Towhnome,5.0,1286,1089.0,985.0,2021-05-01,2024-04-30
283,284 38-061Q,John Smith284,3x1.5 Towhnome,5.0,1286,1124.0,1072.0,2023-11-08,2024-11-07
284,285 39-036,John Smith285,3x1.25 Towhnome,5.0,1286,1037.0,1037.0,2019-12-03,2024-03-31
285,286 39-037,John Smith286,3x1.25 Towhnome,5.0,1286,982.0,816.0,2019-04-12,2024-04-30
286,287 39-038,John Smith287,2x1.25 Townhome,4.0,1122,969.0,700.0,2015-08-01,2024-07-31
287,288 39-039,John Smith288,2x1.25 Townhome,4.0,1122,902.0,532.0,2019-06-21,2024-05-31
288,289 39-040,John Smith289,2x1.25 Townhome,4.0,1122,1188.0,929.0,2020-06-02,2024-05-31
289,290 39-041,John Smith290,2x1.25 Townhome,4.0,1122,1188.0,727.0,2016-03-08,2024-05-31
290,291 39-042,John Smith291,3x1.25 Towhnome,5.0,1286,1332.0,1068.0,2019-04-12,2024-03-31
291,292 39-043Q,John Smith292,3x1.5 Towhnome,5.0,1286,1294.0,748.0,2023-10-19,2024-10-18
292,293 40-030,John Smith293,3x1.25 Towhnome,5.0,1286,1006.0,553.0,2023-05-08,2024-05-07
293,294 40-031,John Smith294,2x1.25 Townhome,4.0,1122,899.0,590.0,2021-02-01,2024-01-31
294,295 40-032,John Smith295,2x1.25 Townhome,4.0,1122,1188.0,913.0,2022-07-19,2024-06-30
295,296 40-033Q,John Smith296,2x1.5 Townhome,4.0,1122,957.0,520.0,2020-09-23,2024-09-22
296,297 40-034,John Smith297,2x1.25 Townhome,4.0,1122,902.0,861.0,2019-04-19,2024-03-31
297,298 40-035Q,John Smith298,3x1.5 Towhnome,5.0,1286,1037.0,1037.0,2016-02-02,2024-08-31
298,299 41-022,John Smith299,3x1.25 Towhnome,5.0,1286,982.0,667.0,2019-04-29,2024-04-30
299,300 41-023,John Smith300,3x1.25 Towhnome,5.0,1286,1332.0,847.0,2019-04-25,2024-03-31
300,301 41-024,John Smith301,2x1.25 Townhome,4.0,1122,852.0,852.0,2020-06-15,2024-05-31
301,302 41-025,John Smith302,2x1.25 Townhome,4.0,1122,1188.0,954.0,2023-06-20,2024-06-19
302,303 41-026,John Smith303,2x1.25 Townhome,4.0,1122,899.0,899.0,2020-09-01,2024-08-31
303,304 41-027,John Smith304,2x1.25 Townhome,4.0,1122,900.0,491.0,2019-07-10,2024-08-31
304,305 41-028,John Smith305,3x1.25 Towhnome,5.0,1286,1332.0,641.0,2017-12-15,2024-11-30
305,306 41-029Q,John Smith306,3x1.5 Towhnome,5.0,1286,1364.0,989.0,2017-08-26,2024-06-30
306,307 42-010,John Smith307,3x1.25 Towhnome,5.0,1286,1037.0,1037.0,2018-06-01,2023-09-30
307,308 42-011Q,John Smith308,3x1.5 Towhnome,5.0,1286,1128.0,998.0,2020-01-08,2024-09-11
308,309 42-012Q,John Smith309,2x1.5 Townhome,4.0,1122,1201.0,0.0,2021-09-27,2024-08-31
309,310 42-013,John Smith310,2x1.25 Townhome,4.0,1122,899.0,307.0,2021-03-21,2024-02-28
310,311 42-014,John Smith311,2x1.25 Townhome,4.0,1122,915.0,899.0,2019-11-01,2023-11-03
311,312 42-015,VACANT,3x1.25 Towhnome,5.0,1286,1124.0,0.0,,
312,313 42-016,John Smith313,2x1.25 Townhome,4.0,1122,1188.0,807.0,2022-07-01,2023-06-30
313,314 42-017Q,John Smith314,2x1.5 Townhome,4.0,1122,1197.0,612.0,2016-02-03,2023-12-31
314,315 42-018,John Smith315,2x1.25 Townhome,4.0,1122,971.0,0.0,2018-04-01,2024-09-30
315,316 42-019Q,John Smith316,2x1.5 Townhome,4.0,1122,899.0,795.0,2020-07-27,2024-06-30
316,317 42-020Q,John Smith317,3x1.5 Towhnome,5.0,1286,1068.0,1068.0,2018-05-04,2024-04-30
317,318 42-021Q,John Smith318,3x1.5 Towhnome,5.0,1286,1037.0,651.0,2016-06-08,2024-05-31
318,319 43-101AQ,John Smith319,1x1 Garden,3.0,523,716.0,445.0,2019-12-18,2024-01-02
319,320 43-102AQ,John Smith320,1x1 Garden,3.0,523,947.0,563.0,2023-03-17,2024-03-16
320,321 43-103AQ,John Smith321,1x1 Garden,3.0,523,758.0,401.0,2018-03-18,2031-12-31
321,322 43-104A,John Smith322,1x1 Garden,3.0,523,758.0,755.0,2020-12-23,2023-12-22
322,323 43-201AQ,John Smith323,1x1 Garden,3.0,523,758.0,716.0,2020-12-01,2023-11-30
323,324 43-202AQ,John Smith324,1x1 Garden,3.0,523,670.0,0.0,2019-07-01,2024-07-01
324,325 43-203A,John Smith325,1x1 Garden,3.0,523,758.0,755.0,2021-04-01,2024-03-31
325,326 43-204AQ,John Smith326,1x1 Garden,3.0,523,1093.0,617.0,2021-05-15,2024-05-14
326,327 44-101BQ,John Smith327,1x1 Garden,3.0,523,790.0,575.0,2019-07-25,2024-01-30
327,328 44-102BQ,John Smith328,1x1 Garden,3.0,523,758.0,745.0,2021-07-01,2024-06-30
328,329 44-103B,John Smith329,1x1 Garden,3.0,523,822.0,605.0,2014-09-24,2024-08-31
329,330 44-104B,John Smith330,1x1 Garden,3.0,523,953.0,563.0,2021-06-01,2024-05-31
330,331 44-201BQ,John Smith331,1x1 Garden,3.0,523,682.0,274.0,2019-04-23,2024-04-02
331,332 44-202BQ,John Smith332,1x1 Garden,3.0,523,847.0,644.0,2023-11-01,2024-10-31
332,333 44-203B,VACANT,1x1 Garden,3.0,523,1071.0,0.0,,
333,334 44-204B,John Smith334,1x1 Garden,3.0,523,780.0,0.0,2021-09-27,2024-08-31
334,335 45-101CQ,John Smith335,1x1 Garden Reh,3.0,523,710.0,483.0,2016-08-01,2024-03-02
335,336 45-102CQ,John Smith336,1x1 Garden Reh,3.0,523,822.0,28.0,2015-09-24,2023-10-31
336,337 45-103CQ,VACANT,1x1 Garden Reh,3.0,523,866.0,0.0,,
337,338 45-104CQ,John Smith338,1x1 Garden Reh,3.0,523,822.0,627.0,2018-02-01,2024-01-31
338,339 45-201C,John Smith339,1x1 Garden Reh,3.0,523,758.0,551.0,2021-06-01,2024-05-31
339,340 45-202C,John Smith340,1x1 Garden Reh,3.0,523,865.0,819.0,2021-09-16,2024-09-30
340,341 45-203C,John Smith341,1x1 Garden Reh,3.0,523,812.0,553.0,2019-11-01,2024-10-31
341,342 45-204C,John Smith342,1x1 Garden Reh,3.0,523,871.0,819.0,2016-08-22,2024-07-31
342,343 46-101DQ,John Smith343,1x1 Garden,3.0,523,758.0,561.0,2017-11-01,2024-02-28
343,344 46-102DQ,John Smith344,1x1 Garden,3.0,523,771.0,422.0,2020-09-02,2024-09-03
344,345 46-103DQ,John Smith345,1x1 Garden,3.0,523,758.0,553.0,2018-11-06,2024-10-31
345,346 46-104DQ,John Smith346,1x1 Garden,3.0,523,847.0,476.0,2009-01-09,2024-10-31
346,347 46-201D,John Smith347,1x1 Garden,3.0,523,1093.0,661.0,2001-05-01,2024-04-30
347,348 46-202D,John Smith348,1x1 Garden,3.0,523,1101.0,809.0,2022-09-12,2023-09-11
348,349 46-203DQ,John Smith349,1x1 Garden,3.0,523,929.0,578.0,2022-11-16,2024-03-09
349,350 46-204DQ,John Smith350,1x1 Garden,3.0,523,836.0,563.0,2022-10-04,2024-09-30
350,351 47-101EQ,John Smith351,1x1 Garden,3.0,523,822.0,245.0,2020-11-30,2023-11-29
351,352 47-102EQ,John Smith352,1x1 Garden,3.0,523,757.0,0.0,2019-04-30,2024-03-31
352,353 47-103E,VACANT,1x1 Garden,3.0,523,1071.0,0.0,,
353,354 47-104EQ,John Smith354,1x1 Garden,3.0,523,780.0,516.0,2019-06-20,2024-05-31
354,355 47-201EQ,John Smith355,1x1 Garden,3.0,523,700.0,473.0,2019-06-18,2024-05-31
355,356 47-202EQ,John Smith356,1x1 Garden,3.0,523,1095.0,620.0,2021-11-05,2023-10-31
356,357 47-203E,John Smith357,1x1 Garden,3.0,523,758.0,541.0,2021-05-01,2024-04-30
357,358 47-204EQ,John Smith358,1x1 Garden,3.0,523,780.0,763.0,2021-10-01,2023-09-30
358,359 48-101FQ,John Smith359,1x1 Garden,3.0,523,780.0,763.0,2020-07-01,2024-06-30
359,360 48-102FQ,John Smith360,1x1 Garden,3.0,523,1068.0,260.0,2022-12-19,2024-02-21
360,361 48-103FQ,John Smith361,1x1 Garden,3.0,523,822.0,819.0,2020-10-01,2024-09-30
361,362 48-104F,John Smith362,1x1 Garden,3.0,523,1000.0,819.0,2020-07-01,2024-06-30
362,363 48-201F,John Smith363,1x1 Garden,3.0,523,814.0,796.0,2021-10-06,2024-10-01
363,364 48-202F,John Smith364,1x1 Garden,3.0,523,803.0,0.0,2019-02-01,2024-04-30
364,365 48-203F,John Smith365,1x1 Garden,3.0,523,1097.0,0.0,2017-02-06,2024-07-01
365,366 48-204FQ,John Smith366,1x1 Garden,3.0,523,700.0,683.0,2017-02-17,2024-05-31
366,367 49-101GQ,John Smith367,1x1 Garden,3.0,523,1400.0,700.0,2020-06-01,2024-05-31
367,368 49-102G,John Smith368,1x1 Garden,3.0,523,771.0,536.0,2020-02-27,2024-02-29
368,369 49-103GQ,John Smith369,1x1 Garden,3.0,523,780.0,763.0,2019-06-27,2023-10-31
369,370 49-104G,John Smith370,1x1 Garden,3.0,523,1091.0,633.0,2015-05-09,2023-11-30
370,371 49-201G,John Smith371,1x1 Garden,3.0,523,700.0,495.0,2019-04-01,2024-03-31
371,372 49-202GQ,John Smith372,1x1 Garden,3.0,523,780.0,763.0,2019-03-21,2024-03-31
372,373 49-203GQ,John Smith373,1x1 Garden,3.0,523,758.0,0.0,2019-08-01,2023-07-31
373,374 49-204G,John Smith374,1x1 Garden,3.0,523,1092.0,645.0,2022-12-01,2023-11-30
374,375 50-101H,John Smith375,1x1 Garden,3.0,523,822.0,571.0,2019-12-13,2024-11-30
375,376 50-102HQ,John Smith376,1x1 Garden,3.0,523,861.0,765.0,2020-09-23,2024-09-22
376,377 50-103H,John Smith377,1x1 Garden,3.0,523,780.0,767.0,2016-02-29,2023-10-31
377,378 50-104H,John Smith378,1x1 Garden,3.0,523,1096.0,427.0,2021-10-07,2023-10-06
378,379 50-201HQ,John Smith379,1x1 Garden,3.0,523,822.0,605.0,2018-11-06,2024-11-30
379,380 50-202HQ,John Smith380,1x1 Garden,3.0,523,822.0,290.0,2016-11-01,2023-11-30
380,381 50-203H,John Smith381,1x1 Garden,3.0,523,1094.0,723.0,2021-11-29,2023-10-31
381,382 50-204HQ,John Smith382,1x1 Garden,3.0,523,1043.0,573.0,2019-06-29,2024-05-31
382,383 51-101J,John Smith383,1x1 Garden,3.0,523,1093.0,456.0,2018-06-01,2024-05-31
383,384 51-102J,VACANT,1x1 Garden,3.0,523,866.0,0.0,,
384,385 51-103J,John Smith385,1x1 Garden,3.0,523,975.0,585.0,2020-06-05,2024-05-31
385,386 51-104JQ,John Smith386,1x1 Garden,3.0,523,1094.0,597.0,2013-03-04,2024-02-29
386,387 51-201J,John Smith387,1x1 Garden,3.0,523,780.0,563.0,2019-11-01,2023-10-31
387,388 51-202J,John Smith388,1x1 Garden,3.0,523,856.0,549.0,2019-08-30,2024-09-30
388,389 51-203J,John Smith389,1x1 Garden,3.0,523,758.0,547.0,2018-01-24,2024-04-30
389,390 51-204JQ,John Smith390,1x1 Garden,3.0,523,1090.0,707.0,2015-01-31,2023-09-30
390,391 52-101KQ,John Smith391,1x1 Garden,3.0,523,1097.0,863.0,2019-02-01,2023-12-31
391,392 52-102KQ,John Smith392,1x1 Garden,3.0,523,1100.0,646.0,2023-02-03,2024-01-31
392,393 52-103K,John Smith393,1x1 Garden,3.0,523,1029.0,863.0,2020-06-15,2024-05-31
393,394 52-104K,John Smith394,1x1 Garden,3.0,523,700.0,502.0,2018-10-30,2023-11-30
394,395 52-201K,John Smith395,1x1 Garden,3.0,523,700.0,700.0,2020-03-04,2024-03-03
395,396 52-202K,John Smith396,1x1 Garden,3.0,523,1093.0,611.0,2020-02-01,2023-03-31
396,397 52-203KQ,John Smith397,1x1 Garden,3.0,523,1095.0,819.0,2022-08-01,2023-07-31
397,398 52-204KQ,John Smith398,1x1 Garden,3.0,523,758.0,711.0,2015-09-04,2023-10-31
398,399 53-001Q,John Smith399,2x1.5 Townhome,4.0,1122,1068.0,763.0,2019-04-11,2024-03-31
399,400 53-002,John Smith400,2x1.5 Townhome,4.0,1122,929.0,929.0,2021-11-15,2023-11-30
400,401 53-003Q,John Smith401,2x1.5 Townhome,4.0,1122,955.0,708.0,2021-11-02,2024-10-31
401,402 53-004,John Smith402,2x1.5 Townhome,4.0,1122,899.0,658.0,2015-07-30,2024-02-28
402,403 53-005,John Smith403,2x1.5 Townhome,4.0,1122,899.0,899.0,2019-12-31,2023-11-30
403,404 53-006,John Smith404,2x1.5 Townhome,4.0,1122,1196.0,259.0,2018-01-11,2024-08-31
404,405 53-007,John Smith405,2x1.5 Townhome,4.0,1122,913.0,485.0,2019-06-04,2024-06-02
405,406 53-008Q,VACANT,2x1.5 Townhome,4.0,1122,1155.0,0.0,,
406,407 53-009Q,John Smith407,2x1.5 Townhome,4.0,1122,919.0,641.0,2023-04-23,2024-04-22
407,408 53-010,John Smith408,2x1.5 Townhome,4.0,1122,889.0,134.0,2023-01-14,2024-02-29
408,409 53-011,John Smith409,2x1.5 Townhome,4.0,1122,950.0,899.0,2020-09-08,2024-08-31
409,410 53-012,John Smith410,3x1.5 Townhome,5.0,1286,1037.0,1037.0,2021-06-07,2024-06-30
410,411 54-133,John Smith411,3x1.5 Townhome,5.0,1286,1037.0,821.0,2020-02-03,2024-04-30
411,412 54-134Q,John Smith412,2x1.5 Townhome,4.0,1122,1204.0,560.0,2022-08-01,2024-07-31
412,413 54-135Q,John Smith413,2x1.5 Townhome,4.0,1122,899.0,783.0,2020-02-03,2024-03-31
413,414 54-136,John Smith414,2x1.5 Townhome,4.0,1122,1197.0,929.0,2022-09-01,2023-08-31
414,415 54-137Q,John Smith415,2x1.5 Townhome,4.0,1122,943.0,578.0,2023-05-22,2024-05-21
415,416 54-138,John Smith416,2x1.5 Townhome,4.0,1122,899.0,414.0,2020-11-10,2023-11-09
416,417 54-139,John Smith417,2x1.5 Townhome,4.0,1122,970.0,583.0,2022-01-18,2024-07-17
417,418 54-140,John Smith418,2x1.5 Townhome,4.0,1122,954.0,0.0,2023-07-17,2024-07-16
418,419 54-141,John Smith419,2x1.5 Townhome,4.0,1122,972.0,0.0,2021-09-01,2024-08-31
419,420 54-142,John Smith420,3x1.5 Townhome,5.0,1286,1117.0,1029.0,2020-12-01,2024-04-30
420,421 55-125Q,John Smith421,3x1.5 Towhnome,5.0,1286,1346.0,956.0,2021-03-11,2024-03-10
421,422 55-126,John Smith422,2x1.5 Townhome,4.0,1122,848.0,370.0,2019-05-01,2024-07-01
422,423 55-127Q,John Smith423,2x1.5 Townhome,4.0,1122,1199.0,0.0,2009-01-24,2023-12-31
423,424 55-128Q,John Smith424,2x1.5 Townhome,4.0,1122,1204.0,929.0,2022-07-22,2023-07-21
424,425 55-129,John Smith425,2x1.5 Townhome,4.0,1122,902.0,299.0,2015-07-11,2024-06-30
425,426 55-130,John Smith426,2x1.5 Townhome,4.0,1122,899.0,849.0,2014-06-14,2024-01-31
426,427 55-131Q,John Smith427,2x1.5 Townhome,4.0,1122,852.0,852.0,2018-02-23,2024-03-31
427,428 55-132,John Smith428,3x1.5 Townhome,5.0,1286,1037.0,783.0,2021-09-01,2024-08-30
428,429 56-115Q,John Smith429,3x1.5 Towhnome,5.0,1286,929.0,0.0,2023-10-10,2024-10-09
429,430 56-116,John Smith430,2x1.5 Townhome,4.0,1122,929.0,792.0,2019-10-01,2024-01-31
430,431 56-117Q,John Smith431,2x1.5 Townhome,4.0,1122,852.0,549.0,2015-04-01,2024-08-31
431,432 56-118Q,John Smith432,2x1.5 Townhome,4.0,1122,871.0,553.0,2023-05-13,2024-05-12
432,433 56-119,John Smith433,2x1.5 Townhome,4.0,1122,1206.0,758.0,2013-07-25,2023-09-30
433,434 56-120,John Smith434,2x1.5 Townhome,4.0,1122,896.0,0.0,2011-05-15,2024-05-01
434,435 56-121Q,John Smith435,2x1.5 Townhome,4.0,1122,1200.0,733.0,2019-12-02,2024-01-31
435,436 56-122Q,John Smith436,2x1.5 Townhome,4.0,1122,899.0,899.0,2018-06-01,2024-03-31
436,437 56-123,John Smith437,2x1.5 Townhome,4.0,1122,925.0,309.0,2018-06-14,2023-12-31
437,438 56-124,John Smith438,3x1.5 Townhome,5.0,1286,1286.0,811.0,2023-10-27,2024-10-26
438,439 57-107,John Smith439,3x1.5 Townhome,5.0,1286,1297.0,916.0,2019-02-02,2024-01-31
439,440 57-108,John Smith440,2x1.5 Townhome,4.0,1122,926.0,0.0,2016-07-21,2024-10-31
440,441 57-109,John Smith441,2x1.5 Townhome,4.0,1122,929.0,587.0,2017-09-01,2024-02-28
441,442 57-110,John Smith442,2x1.5 Townhome,4.0,1122,1196.0,493.0,2015-12-05,2024-11-30
442,443 57-111,John Smith443,2x1.5 Townhome,4.0,1122,899.0,899.0,2018-05-26,2024-06-30
443,444 57-112Q,John Smith444,2x1.5 Townhome,4.0,1122,903.0,899.0,2023-03-19,2024-03-18
444,445 57-113Q,John Smith445,2x1.5 Townhome,4.0,1122,954.0,954.0,2023-09-13,2024-09-12
445,446 57-114,John Smith446,3x1.5 Townhome,5.0,1286,1037.0,973.0,2020-06-12,2024-07-13
446,447 58-097,John Smith447,3x1.5 Townhome,5.0,1286,1297.0,865.0,2019-04-24,2024-03-31
447,448 58-098,John Smith448,2x1.5 Townhome,4.0,1122,1201.0,677.0,2023-07-05,2024-07-04
448,449 58-099Q,John Smith449,2x1.5 Townhome,4.0,1122,1201.0,866.0,2021-08-11,2024-08-31
449,450 58-100,John Smith450,2x1.5 Townhome,4.0,1122,802.0,802.0,2019-06-25,2024-06-30
450,451 58-1010,John Smith451,2x1.5 Townhome,4.0,1122,955.0,902.0,2021-10-25,2024-09-30
451,452 58-102,John Smith452,2x1.5 Townhome,4.0,1122,1133.0,0.0,2011-06-27,2024-02-28
452,453 58-103,John Smith453,2x1.5 Townhome,4.0,1122,1391.0,861.0,2018-02-01,2024-01-31
453,454 58-104,John Smith454,2x1.5 Townhome,4.0,1122,1130.0,0.0,2018-12-01,2024-11-30
454,455 58-105,VACANT,2x1.5 Townhome,4.0,1122,967.0,0.0,,
455,456 58-106Q,John Smith456,3x1.5 Towhnome,5.0,1286,1039.0,1039.0,2020-02-14,2024-08-31
456,457 59-089Q,John Smith457,3x1.5 Towhnome,5.0,1286,1114.0,1037.0,2018-04-18,2024-09-30
457,458 59-090Q,John Smith458,2x1.5 Townhome,4.0,1122,1200.0,929.0,2020-05-26,2024-04-30
458,459 59-091,John Smith459,2x1.5 Townhome,4.0,1122,929.0,929.0,2020-10-23,2023-09-30
459,460 59-092,John Smith460,2x1.5 Townhome,4.0,1122,954.0,0.0,2013-03-16,2024-02-29
460,461 59-093,John Smith461,2x1.5 Townhome,4.0,1122,1197.0,0.0,2014-02-21,2024-03-31
461,462 59-094,John Smith462,2x1.5 Townhome,4.0,1122,899.0,785.0,2021-05-15,2024-05-14
462,463 59-095,John Smith463,2x1.5 Townhome,4.0,1122,1133.0,0.0,2022-09-01,2024-08-31
463,464 59-096Q,John Smith464,3x1.5 Towhnome,5.0,1286,1339.0,0.0,2009-01-05,2023-10-31
464,465 60-069Q,John Smith465,3x1.5 Towhnome,5.0,1286,1068.0,874.0,2022-11-07,2024-10-31
465,466 60-070,John Smith466,2x1.5 Townhome,4.0,1122,1195.0,841.0,2022-09-09,2023-09-08
466,467 60-071Q,John Smith467,2x1.5 Townhome,4.0,1122,1197.0,825.0,2020-05-21,2024-04-30
467,468 60-072,John Smith468,2x1.5 Townhome,4.0,1122,1206.0,649.0,2018-02-01,2024-09-30
468,469 60-073Q,John Smith469,2x1.5 Townhome,4.0,1122,899.0,899.0,2017-09-01,2024-03-31
469,470 60-074Q,John Smith470,3x1.5 Towhnome,5.0,1286,1303.0,0.0,2009-01-22,2024-05-31
470,471 61-053,John Smith471,3x1.5 Townhome,5.0,1286,1302.0,1029.0,2022-06-03,2023-05-31
471,472 61-054,John Smith472,2x1.5 Townhome,4.0,1122,842.0,0.0,2019-07-01,2024-06-30
472,473 61-055Q,John Smith473,2x1.5 Townhome,4.0,1122,1194.0,834.0,2020-04-24,2024-09-30
473,474 61-056Q,John Smith474,2x1.5 Townhome,4.0,1122,1193.0,0.0,2008-11-07,2024-10-31
474,475 61-057Q,John Smith475,2x1.5 Townhome,4.0,1122,899.0,899.0,2020-05-01,2024-03-31
475,476 61-058,John Smith476,2x1.5 Townhome,4.0,1122,852.0,96.0,2017-03-01,2024-02-28
476,477 61-059Q,John Smith477,2x1.5 Townhome,4.0,1122,902.0,820.0,2017-02-23,2024-07-31
477,478 61-060,John Smith478,3x1.5 Townhome,5.0,1286,1091.0,993.0,2019-08-23,2024-07-31
478,479 62-047,John Smith479,3x1.5 Townhome,5.0,1286,1293.0,963.0,2012-12-01,2024-11-30
479,480 62-048,John Smith480,2x1.5 Townhome,4.0,1122,1382.0,720.0,2015-12-24,2024-07-31
480,481 62-049,John Smith481,2x1.5 Townhome,4.0,1122,929.0,776.0,2017-05-01,2023-12-31
481,482 62-050,John Smith482,2x1.5 Townhome,4.0,1122,966.0,817.0,2021-10-28,2024-03-21
482,483 62-051,John Smith483,2x1.5 Townhome,4.0,1122,1206.0,785.0,2019-01-19,2023-12-31
483,484 62-052,John Smith484,3x1.5 Townhome,5.0,1286,1049.0,1039.0,2020-07-01,2024-07-02
484,485 63-039,John Smith485,3x1.5 Townhome,5.0,1286,1068.0,1065.0,2021-11-01,2023-10-31
485,486 63-040,John Smith486,2x1.5 Townhome,4.0,1122,899.0,899.0,2019-12-18,2023-12-17
486,487 63-041Q,John Smith487,2x1.5 Townhome,4.0,1122,1194.0,902.0,2020-06-05,2024-08-04
487,488 63-042,John Smith488,2x1.5 Townhome,4.0,1122,1203.0,758.0,2019-02-27,2024-07-09
488,489 63-043,John Smith489,2x1.5 Townhome,4.0,1122,802.0,584.0,2018-02-01,2023-12-31
489,490 63-044,John Smith490,2x1.5 Townhome,4.0,1122,900.0,811.0,2021-03-29,2023-12-31
490,491 63-045Q,John Smith491,2x1.5 Townhome,4.0,1122,1146.0,471.0,2014-09-26,2024-09-30
491,492 63-046,John Smith492,3x1.5 Townhome,5.0,1286,1037.0,543.0,2021-04-01,2024-03-31
492,493 64-029,John Smith493,3x1.5 Townhome,5.0,1286,1037.0,1037.0,2020-04-06,2024-03-31
493,494 64-030,John Smith494,2x1.5 Townhome,4.0,1122,852.0,203.0,2019-03-28,2024-04-30
